"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
18, 6.321180575432558e-01, 7.387713551738986e-02, -1.714619298769841e-03, 2.910842699780413e-03, -1.442708639969287e-03, -2.133389791135946e-03, 7.271200033748607e-05, -8.570696638159283e-03, 8.535191038406701e-03
19, 6.116051471979289e-01, 7.552915378883029e-02, -1.463956424997085e-03, 2.649935760035499e-03, -1.347207294180721e-03, -2.099547191732156e-03, 1.682016005609818e-04, -7.401764655990374e-03, 7.366399247213617e-03
20, 5.910864751810629e-01, 7.707045435404963e-02, -2.001004041263765e-03, 3.148649081197175e-03, -1.309658116646763e-03, -1.941674259201846e-03, -1.529993436027392e-05, -1.453949288012601e-02, 1.450267992810487e-02
21, 5.705639271104185e-01, 7.849896927519003e-02, -1.467112311083995e-03, 2.490190195744137e-03, -1.051945308177848e-03, -1.756778131418391e-03, -3.868080638228980e-03, -8.135076405818646e-02, 8.142774860097336e-02
22, 5.500373623182362e-01, 7.981070017781217e-02, -1.576439385956369e-03, 2.419886801874767e-03, -8.945591828284441e-04, -1.473315518841161e-03, -1.336589242761401e-02, -2.691065681160497e-01, 2.694212060766926e-01
23, 5.295071993570151e-01, 8.100192395625301e-02, -1.798860786170864e-03, 2.276107398789471e-03, -1.158112539872713e-03, -1.326436559659630e-03, -1.415132360907975e-02, -3.123709415274206e-01, 3.126768351900832e-01
24, 5.089736258575971e-01, 8.206733204789010e-02, -1.780861815597069e-03, 2.120398736664586e-03, -1.495926262443116e-03, -9.963500873596065e-04, -3.717639195866172e-03, -1.348704279353592e-01, 1.348916251245707e-01
25, 4.884380728852888e-01, 8.300178838773961e-02, -2.174669724146031e-03, 2.530078852986324e-03, -1.768788582232674e-03, -1.114501925009450e-03, 1.698732226931617e-03, -2.067241129389134e-02, 2.058244601718150e-02
26, 4.679016257675067e-01, 8.379992881267002e-02, -2.258743613753169e-03, 2.647626445012505e-03, -1.849793774326312e-03, -1.175160114135056e-03, 2.856735717497793e-03, 1.451497474002173e-02, -1.460698799688868e-02
27, 4.473644249925416e-01, 8.445639926044443e-02, -2.343041371550019e-03, 2.699662190399471e-03, -1.688580564626396e-03, -1.130195396884303e-03, 2.882139223066859e-03, 2.398048776769943e-02, -2.405248867958839e-02
28, 4.268281319830423e-01, 8.496354279538398e-02, -1.115233912712165e-03, 1.684409185477376e-03, -1.821828848103968e-03, -9.309632520846050e-04, 2.964645350171709e-03, 4.306587557865400e-02, -4.311845979555270e-02
29, 4.062934861828538e-01, 8.531556593747633e-02, -9.269238134397502e-04, 1.223901149624463e-03, -2.209752109727702e-03, -2.421865667744313e-04, 2.749819231882214e-03, 4.070692571815195e-02, -4.073876608287003e-02
30, 3.856624051268269e-01, 8.549009210936476e-02, -7.922057361795146e-04, 1.064298037999310e-03, -2.097718839681551e-03, -2.985531975687496e-04, 1.895227373200352e-03, 5.410724289009682e-02, -5.411256293651213e-02
31, 3.649680798434196e-01, 8.543663284455048e-02, 6.322914377775310e-04, -3.014211025824038e-04, -2.520650489117594e-03, 3.555226611815765e-04, 1.211318713271561e-03, 8.505480926814557e-02, -8.504158433305802e-02
32, 3.442780976456210e-01, 8.514139763166388e-02, 1.393507449829692e-03, -1.138842604641802e-03, -3.117354852148371e-03, 9.499029145553684e-04, -3.246292043334285e-05, 9.020664343986319e-02, -9.018860472387605e-02
33, 3.235948761160999e-01, 8.459407542674634e-02, 1.715603896446167e-03, -1.589305419582236e-03, -3.672297135394777e-03, 1.360785919974047e-03, -2.124084588278358e-03, 1.145787332698584e-01, -1.145866875522761e-01
34, 3.029219818673705e-01, 8.378254557066171e-02, 2.317563346406018e-03, -2.292966745346426e-03, -4.656458381540726e-03, 1.927584690820536e-03, -6.235773694918974e-03, 1.679711958552616e-01, -1.680803054794316e-01
35, 2.822638483889695e-01, 8.269282107364057e-02, 3.825081544426372e-03, -3.943539080879039e-03, -6.604299475747273e-03, 3.126741415376274e-03, -1.262470706326710e-02, 2.343721228808429e-01, -2.347076743540076e-01
36, 2.616219936614477e-01, 8.130929956425464e-02, 7.085840438706465e-03, -6.887818385850564e-03, -9.128995753662592e-03, 4.430888720197791e-03, -2.170860719786120e-02, 3.076696746591013e-01, -3.084320685537279e-01
37, 2.410017525244126e-01, 7.961393487893965e-02, 9.414294290829081e-03, -9.630498607515577e-03, -1.227718527781507e-02, 6.701578145847490e-03, -2.835156685841202e-02, 3.341532704573575e-01, -3.353488640980335e-01
38, 2.204087933669196e-01, 7.758556348879496e-02, 1.507004905651468e-02, -1.443640514132928e-02, -1.580896601388923e-02, 8.585794834595269e-03, -3.056325810472964e-02, 3.015434463516597e-01, -3.030831953990358e-01
39, 1.998490777790833e-01, 7.519966402042305e-02, 2.082203038609189e-02, -1.953121097580855e-02, -1.894375752154593e-02, 1.101915075140381e-02, -1.845822336983582e-02, 1.694517884770781e-01, -1.704311033328284e-01
40, 1.793268793052865e-01, 7.242578866517364e-02, 1.964294441886561e-02, -1.854759718354350e-02, -1.914323405786016e-02, 1.112891465826185e-02, 9.117598810202212e-03, -4.323034599258763e-02, 4.409321632096860e-02
41, 1.588539974052778e-01, 6.922676126672644e-02, 1.539916338203536e-02, -1.496134546289144e-02, -1.669202636786667e-02, 1.036543632689016e-02, 3.438705031653505e-02, -1.907390557403194e-01, 1.938003091961501e-01
42, 1.384367712769562e-01, 6.555428958711067e-02, 1.222717956818206e-02, -1.204721288304198e-02, -1.338052570801263e-02, 9.184216552349026e-03, 4.297393136722406e-02, -2.121197638914786e-01, 2.164206145533644e-01
43, 1.180863490325562e-01, 6.134256960644973e-02, 6.149765481269035e-03, -7.530324765232061e-03, -7.940146536266960e-03, 8.341501691282619e-03, 3.319696111213303e-02, -1.352946059505941e-01, 1.392758939067478e-01
44, 9.782253371990113e-02, 5.650605950607186e-02, 1.047202061716941e-02, -1.136651087951700e-02, -6.872417425088541e-03, 9.120926130944836e-03, 2.603529684386555e-02, -8.786724768431722e-02, 9.158579855012458e-02
45, 7.766980925322430e-02, 5.090869078564658e-02, 7.800547521159724e-03, -9.587519836151859e-03, -4.339248572684114e-03, 8.834125587413488e-03, 2.662709719558072e-02, -7.898628223177015e-02, 8.331465449886231e-02
46, 5.766858942893555e-02, 4.432451830374626e-02, 5.861823596141073e-03, -8.470287636200792e-03, -3.748153223871866e-03, 1.027578857793646e-02, 6.052454053766108e-02, -1.272025839904612e-01, 1.402693872808228e-01
47, 3.790390000000000e-02, 3.630690000000000e-02, 8.700099249141658e-03, -1.007761099202918e-02, -3.378728892807359e-03, 7.091013353713227e-03, -1.039313730860937e-01, 3.048830708294400e-01, -3.200954627171961e-01
48, 1.815790000000000e-02, 2.570150000000000e-02, -2.713185295496903e-03, -9.034826212606673e-03, -3.158910671698172e-03, 2.502516519268045e-02, -2.324666983448223e-01, 3.846024057686602e-01, -4.385472297495651e-01
49, 0.000000000000000e+00, 0.000000000000000e+00, -5.950341652663086e-03, -3.424692759261784e-02, -4.733455305921372e-03, 2.048470933439315e-02, 6.541630362462270e-02, -1.456877568560820e-01, 5.136003317679349e-02
50, 2.265850000000000e-02, -2.172400000000000e-02, -2.879413733424754e-03, -5.399058603766466e-03, 3.399748122561408e-03, 1.459929886357873e-02, -6.085890830400098e-02, -5.406224501912313e-01, -4.859140818249540e-01
51, 4.372870000000000e-02, -2.856010000000000e-02, 1.175634980951663e-02, -1.479882158341526e-02, 2.663018142944583e-03, 6.616116284589645e-03, -3.385319062595511e-02, -2.499826524888582e-01, -2.504062045801265e-01
52, 6.476061271207087e-02, -3.274646716287867e-02, 5.365115087488869e-03, -8.279959930078898e-03, 2.892235780492357e-03, 7.229282647517411e-03, 4.109629165000152e-02, 1.809448562771691e-01, 1.852472208071310e-01
53, 8.553649483501155e-02, -3.556063934467810e-02, 1.063077422550442e-02, -1.427317819375949e-02, 4.158910266046177e-03, 6.793247874812234e-03, 1.180514644511958e-02, 9.677896103991600e-02, 9.749332160917763e-02
54, 1.061526436997678e-01, -3.746736294453614e-02, 9.790734428867140e-03, -1.266170091222515e-02, 4.165410664516793e-03, 5.925951021421247e-03, 5.759219694686398e-03, 6.669268626600884e-02, 6.693795500470451e-02
55, 1.266494883554959e-01, -3.872324497954821e-02, 7.202166340938189e-03, -1.015265010276468e-02, 4.352147052479842e-03, 4.963632930225629e-03, 1.924303885034273e-03, 3.504945436075211e-02, 3.510171491041900e-02
56, 1.470663028000145e-01, -3.948940325660125e-02, 7.840137858475739e-03, -1.095073985645804e-02, 4.987432572972651e-03, 4.560490396889445e-03, 1.816674724054833e-04, 2.137046973359382e-02, 2.136715715666058e-02
57, 1.674089160360987e-01, -3.986695066206270e-02, 6.633211754830557e-03, -9.530473167913287e-03, 5.034755080286716e-03, 3.950780573024257e-03, -3.497758995867122e-04, 1.376552286595338e-02, 1.376093592769722e-02
58, 1.876939414201613e-01, -3.992873957365375e-02, 5.070676520222766e-03, -7.534807850498899e-03, 4.568705311776768e-03, 2.952977597205377e-03, -5.312235009594375e-04, 1.816419702297636e-02, 1.816588386127196e-02
59, 2.079349712759196e-01, -3.973039778504311e-02, 4.595218872880613e-03, -6.887661693993307e-03, 4.973538271992365e-03, 2.892267239689350e-03, -4.782585142987224e-04, 9.493002725893446e-03, 9.499164010976460e-03
60, 2.281379865995687e-01, -3.931531757762803e-02, 4.211576703230625e-03, -6.513593842608568e-03, 4.571590000860256e-03, 2.141045964500903e-03, -6.372379177645299e-04, 6.351614345482053e-03, 6.365591434216032e-03
61, 2.483122172148161e-01, -3.871800307602702e-02, 3.359562648233252e-03, -5.440605568156295e-03, 4.858102409035269e-03, 1.953246239168721e-03, -7.267578637385019e-04, 1.039569246156468e-02, 1.041416810250126e-02
62, 2.684610974481884e-01, -3.796755494006074e-02, 3.087808195329208e-03, -4.873689365099047e-03, 4.639484642962739e-03, 1.463793683883263e-03, -6.629273804932836e-04, 6.677882297537708e-03, 6.699226870080007e-03
63, 2.885930075527177e-01, -3.708786786154904e-02, 2.439259611955636e-03, -4.232838525982734e-03, 4.537419239874270e-03, 1.174610605223896e-03, -8.479922497849465e-04, 1.161429148103454e-02, 1.164111555427358e-02
64, 3.087105851823767e-01, -3.609972769468232e-02, 3.183312752582588e-03, -5.052620744289170e-03, 4.841504378332868e-03, 1.296941413867623e-03, -5.310938806827252e-04, 4.223510897456493e-03, 4.245199113586666e-03
65, 3.288195547685394e-01, -3.502097917493353e-02, 2.543813454932842e-03, -4.443280464350966e-03, 4.516555622715901e-03, 9.579697553166953e-04, -2.673961608616173e-04, -8.210756275186608e-04, -8.049903605650839e-04
66, 3.489225889320974e-01, -3.386719497608353e-02, 1.990064542196786e-03, -3.808464898510491e-03, 4.373990087084848e-03, 6.886727764777989e-04, -7.740326086380551e-04, 8.472675591806514e-03, 8.503532017207676e-03
67, 3.690222577517071e-01, -3.265254062723846e-02, 2.004565352336844e-03, -3.612098403098442e-03, 4.437522310768782e-03, 4.989581700736284e-04, -5.509867156287863e-04, 4.973208917526748e-03, 4.997686907772106e-03
68, 3.891230723046261e-01, -3.138915504926843e-02, 2.259204150374827e-03, -3.678748832842593e-03, 4.457492741250192e-03, 2.312362554860048e-04, -1.952973989084370e-04, -2.011777313413455e-03, -1.995250974009781e-03
69, 4.092924522082082e-01, -3.008208867077726e-02, 1.641835246878696e-03, -3.134206981957808e-03, 4.494305187974906e-03, 2.828764880029158e-04, -8.997565899991390e-04, 8.922374181187168e-03, 8.962423395351121e-03
70, 4.295607203370461e-01, -2.869864851241592e-02, 1.773383492891889e-03, -3.270367784625724e-03, 4.686321441311292e-03, 2.693421931405548e-04, 8.698713794975835e-05, -3.884130772384100e-03, -3.880704359821935e-03
71, 4.498299729772700e-01, -2.724019172672214e-02, 1.473473421135693e-03, -2.612842263111329e-03, 4.281719278135132e-03, -4.517910602091324e-04, -6.610917429304623e-04, 4.911934610840833e-03, 4.947209244852729e-03
72, 4.701006198222381e-01, -2.571496606327276e-02, 6.192203430418133e-04, -1.967016707519882e-03, 4.662725164421578e-03, -2.679571322354276e-05, -5.847793954389846e-04, 5.974856065622446e-03, 6.002080369323651e-03
73, 4.903730339057326e-01, -2.413033772230245e-02, 1.884323469290535e-03, -2.919052468308091e-03, 4.227098835935300e-03, -7.411606139886564e-04, 5.812199861651691e-04, -1.038437774469800e-02, -1.039778820225135e-02
74, 5.106505783724030e-01, -2.249291995899695e-02, 9.880467196448067e-04, -2.093015139099098e-03, 4.360536325474264e-03, -5.582844250468938e-04, -6.883711548060132e-04, 6.438641395818201e-03, 6.473344639856364e-03
75, 5.309326029399776e-01, -2.080858569776747e-02, 5.696984598490316e-04, -1.514985374250818e-03, 4.344962075545591e-03, -8.888580216370034e-04, -4.821675893215713e-04, 4.780589840932463e-03, 4.804177136723529e-03
76, 5.512194033870123e-01, -1.908282226157694e-02, 1.817118929025707e-03, -2.822093368563810e-03, 4.311259728619746e-03, -9.516396836342293e-04, 9.109883880204146e-05, -2.403874890790311e-03, -2.402844566379563e-03
77, 5.715122270979113e-01, -1.732033852885925e-02, 5.819894495941705e-04, -1.434574564497737e-03, 3.894815317353801e-03, -1.147562381951452e-03, 5.971536278154886e-04, -7.560233179256068e-03, -7.583499933314577e-03
78, 5.918123013390891e-01, -1.552529750996364e-02, 4.128978543090470e-04, -1.155945467530193e-03, 3.957142582670655e-03, -1.335060206287577e-03, -4.402159757094738e-04, 4.040185525300491e-03, 4.063313407605127e-03
79, 6.121197441812494e-01, -1.370134581698033e-02, 5.678294387047485e-04, -1.230774322291253e-03, 4.195973360199262e-03, -1.397209614659738e-03, -1.368247572349057e-04, 1.985157647379371e-03, 1.989412872038819e-03
80, 6.324346626089143e-01, -1.185171773515153e-02, 1.249361065711249e-03, -1.780765543106397e-03, 3.774920526453885e-03, -1.870608118670963e-03, 2.836575797482325e-04, -2.958428843437200e-03, -2.971969469366118e-03
81, 6.527581235210783e-01, -9.979545300676082e-03, 1.861386130780048e-05, -5.854206243256527e-04, 3.765320028917460e-03, -1.525906098411311e-03, 2.871253174615969e-04, -2.578279908602009e-03, -2.593770372366766e-03
82, 6.730911008806563e-01, -8.087438777766685e-03, 1.971915932968018e-04, -5.298924702543562e-04, 3.364791953595360e-03, -2.106317284606037e-03, 2.841718305669946e-04, -2.202904790676929e-03, -2.219791056724661e-03
83, 6.934318209564122e-01, -6.177566955981116e-03, 4.333067432625736e-04, -8.940100364601923e-04, 3.654175260730506e-03, -1.810983032264712e-03, 3.297981281600446e-04, -2.366130657216535e-03, -2.386639045869349e-03
84, 7.137831890520659e-01, -4.251513472237345e-03, 6.382317761197479e-05, -2.279670389295427e-04, 3.209632068484699e-03, -2.399918434042538e-03, 4.506373587334206e-04, -3.133073777882665e-03, -3.161645447809407e-03
85, 7.341444479398586e-01, -2.310940952613267e-03, 2.748134574792930e-04, -6.149411459107097e-04, 3.481503366470715e-03, -2.070948193797485e-03, 7.022907331730178e-04, -5.453115970984176e-03, -5.495203898757568e-03
86, 7.545156498858411e-01, -3.567762917750794e-04, -1.921624754588826e-04, 2.009707763727579e-04, 3.164446500195292e-03, -2.683882951003562e-03, 1.439020731860169e-04, 6.033038292783337e-04, 5.867490998858778e-04
87, 7.748976943197958e-01, 1.610047919661340e-03, -3.424888266416022e-04, 3.422080126797237e-04, 3.517129964942457e-03, -2.436950848030363e-03, 1.372595099825274e-03, -1.095837635701091e-02, -1.103963352911009e-02
88, 7.952915204633412e-01, 3.589190348952416e-03, 5.237401195120500e-04, -4.063841670263028e-04, 2.847265800469851e-03, -3.333161548684615e-03, 1.317065722282719e-03, -1.066093103281582e-02, -1.073837562806873e-02
89, 8.156965278792749e-01, 5.580660338363541e-03, -1.247650757733590e-03, 1.322976933441926e-03, 3.412211970028605e-03, -2.630544982896367e-03, -1.138322696147438e-03, 1.500355274048153e-02, 1.504308824912448e-02
90, 8.361132633714632e-01, 7.584220362988250e-03, -2.692266844717630e-03, 3.191999313111009e-03, 3.164449451799966e-03, -3.120030821724030e-03, 1.257341751877056e-03, -7.314560939764495e-03, -7.402541729183651e-03
91, 8.565414793763212e-01, 9.600555867235353e-03, 2.212703558763538e-04, 5.229351041349459e-06, 2.865087135957838e-03, -3.442713139337290e-03, 2.961138357303926e-03, -2.463620042072298e-02, -2.480807672425064e-02
92, 8.769839183697878e-01, 1.163034844401258e-02, -5.352371805013164e-04, 1.016842313774868e-03, 2.680176003847759e-03, -3.868710604739852e-03, -6.878938288696320e-04, 1.202405340117439e-02, 1.203302097630035e-02
93, 8.974384012087313e-01, 1.367463417522304e-02, -3.125045324990664e-03, 4.008756870674392e-03, 3.067240766968116e-03, -3.191263028994849e-03, 9.884151495931871e-04, -2.467405982503435e-03, -2.553728838255688e-03
94, 9.179078475320352e-01, 1.573490932307593e-02, -1.990489716837995e-04, 5.951524674548193e-04, 2.142049796438832e-03, -4.131974527332561e-03, 2.724059407093919e-03, -2.107387346047696e-02, -2.124096524967178e-02
95, 9.383911734348214e-01, 1.781270215757167e-02, -2.792461800648805e-03, 4.104133382843871e-03, 2.009032022852638e-03, -4.090895102357323e-03, 1.799681075884811e-03, -6.137128289440248e-03, -6.287930013581652e-03
96, 9.588883157445690e-01, 1.990995948458865e-02, -7.376217656859740e-04, 1.611280551790719e-03, 1.200387762843130e-03, -4.529269720311058e-03, -3.180050287283943e-04, 2.047038480595753e-02, 2.039558714300213e-02
97, 9.794012347524937e-01, 2.202860965604988e-02, -1.093091514432056e-03, 1.693296526517300e-03, 1.511150847671579e-03, -3.827739996831517e-03, -1.023925764276920e-02, 3.888892891036296e-02, 3.973831618100578e-02
98, 9.999300926642355e-01, 2.417048264635735e-02, -3.665036202093254e-03, 5.911903285342098e-03, -6.065672776985863e-04, -4.323378281899074e-03, 1.100580796842319e-02, -1.941390002773370e-01, -1.917867028894442e-01
